timestamp,open,high,low,close,volume
2025-07-30T01:20:00,212.24,212.25,212.14,212.14,9422.0
2025-07-30T01:21:00,212.14,212.15,212.07,212.09,9200.0
2025-07-30T01:22:00,212.1,212.105,211.97,211.975,8067.0
2025-07-30T01:23:00,211.965,211.99,211.95,211.965,3875.0
2025-07-30T01:24:00,211.96,212.01,211.91,211.92,6742.0
2025-07-30T01:25:00,211.92,211.965,211.82,211.855,8680.0
2025-07-30T01:26:00,211.85,211.895,211.83,211.83,8059.0
2025-07-30T01:27:00,211.835,211.87,211.81,211.85,8611.0
2025-07-30T01:28:00,211.87,211.93,211.86,211.91,4039.0
2025-07-30T01:29:00,211.91,211.99,211.89,211.965,4320.0
2025-07-30T01:30:00,211.96,212.09,211.96,212.05,8148.0
2025-07-30T01:31:00,212.03,212.05,212.0,212.01,2283.0
2025-07-30T01:32:00,212.02,212.06,212.02,212.06,3633.0
2025-07-30T01:33:00,212.05,212.07,212.05,212.07,1734.0
2025-07-30T01:34:00,212.08,212.14,212.08,212.14,1909.0
2025-07-30T01:35:00,212.11,212.16,212.11,212.15,3302.0
2025-07-30T01:36:00,212.14,212.26,212.12,212.25,3777.0
2025-07-30T01:37:00,212.26,212.38,212.25,212.36,8829.0
2025-07-30T01:38:00,212.38,212.42,212.36,212.38,7154.0
2025-07-30T01:39:00,212.39,212.395,212.33,212.33,1784.0
2025-07-30T01:40:00,212.34,212.44,212.34,212.41,11497.0
2025-07-30T01:41:00,212.415,212.42,212.38,212.38,1562.0
2025-07-30T01:42:00,212.36,212.36,212.155,212.24,4493.0
2025-07-30T01:43:00,212.24,212.25,212.12,212.12,1683.0
2025-07-30T01:44:00,212.11,212.19,212.11,212.15,2376.0
2025-07-30T01:45:00,212.155,212.21,212.13,212.15,2028.0
2025-07-30T01:46:00,212.13,212.14,212.01,212.05,3412.0
2025-07-30T01:47:00,212.05,212.05,211.99,212.01,4285.0
2025-07-30T01:48:00,212.01,212.07,211.99,212.05,2364.0
2025-07-30T01:49:00,212.07,212.13,212.06,212.13,2348.0
2025-07-30T01:50:00,212.13,212.16,212.07,212.1,3945.0
2025-07-30T01:51:00,212.08,212.09,212.06,212.07,7617.0
2025-07-30T01:52:00,212.07,212.12,212.07,212.075,1014.0
2025-07-30T01:53:00,212.08,212.11,212.07,212.1,1999.0
2025-07-30T01:54:00,212.09,212.1,212.06,212.07,3218.0
2025-07-30T01:55:00,212.07,212.08,212.03,212.06,2069.0
2025-07-30T01:56:00,212.065,212.125,212.04,212.04,7527.0
2025-07-30T01:57:00,212.04,212.135,212.04,212.07,3161.0
2025-07-30T01:58:00,212.08,212.08,212.04,212.05,1454.0
2025-07-30T01:59:00,212.05,212.05,211.97,211.98,3938.0
2025-07-30T02:00:00,211.98,211.985,211.84,211.875,6905.0
2025-07-30T02:01:00,211.87,211.94,211.845,211.92,2392.0
2025-07-30T02:02:00,211.92,212.05,211.92,212.0,4288.0
2025-07-30T02:03:00,212.0,212.01,211.95,211.95,2628.0
2025-07-30T02:04:00,211.95,211.95,211.87,211.87,2256.0
2025-07-30T02:05:00,211.88,211.88,211.67,211.67,13928.0
2025-07-30T02:06:00,211.66,211.73,211.64,211.72,6261.0
2025-07-30T02:07:00,211.71,211.74,211.605,211.72,6118.0
2025-07-30T02:08:00,211.71,211.805,211.68,211.775,3701.0
2025-07-30T02:09:00,211.75,211.75,211.68,211.69,2969.0
2025-07-30T02:10:00,211.69,211.69,211.62,211.68,2761.0
2025-07-30T02:11:00,211.68,211.815,211.6,211.79,7016.0
2025-07-30T02:12:00,211.79,211.8,211.7,211.76,3786.0
2025-07-30T02:13:00,211.76,211.78,211.645,211.71,4596.0
2025-07-30T02:14:00,211.71,211.79,211.71,211.78,1360.0
2025-07-30T02:15:00,211.78,211.89,211.77,211.87,9263.0
2025-07-30T02:16:00,211.86,211.915,211.85,211.87,5125.0
2025-07-30T02:17:00,211.84,211.92,211.83,211.87,3464.0
2025-07-30T02:18:00,211.87,211.9,211.825,211.89,3607.0
2025-07-30T02:19:00,211.88,211.93,211.85,211.92,1449.0
2025-07-30T02:20:00,211.94,211.98,211.92,211.93,4816.0
2025-07-30T02:21:00,211.94,212.01,211.94,211.95,4657.0
2025-07-30T02:22:00,211.95,211.955,211.88,211.89,7094.0
2025-07-30T02:23:00,211.88,211.99,211.83,211.99,6268.0
2025-07-30T02:24:00,211.98,212.03,211.97,212.02,2943.0
2025-07-30T02:25:00,212.01,212.015,211.9,211.91,4500.0
2025-07-30T02:26:00,211.9,211.93,211.88,211.92,4253.0
2025-07-30T02:27:00,211.9,211.91,211.87,211.885,3231.0
2025-07-30T02:28:00,211.89,211.92,211.86,211.88,3851.0
2025-07-30T02:29:00,211.89,211.95,211.89,211.89,2309.0
2025-07-30T02:30:00,211.9,211.9,211.81,211.85,3139.0
2025-07-30T02:31:00,211.85,211.89,211.81,211.82,4091.0
2025-07-30T02:32:00,211.8,211.83,211.78,211.815,2328.0
2025-07-30T02:33:00,211.82,211.89,211.82,211.87,2310.0
2025-07-30T02:34:00,211.87,211.91,211.73,211.74,4853.0
2025-07-30T02:35:00,211.77,211.77,211.62,211.64,12600.0
2025-07-30T02:36:00,211.62,211.62,211.49,211.49,9737.0
2025-07-30T02:37:00,211.5,211.59,211.49,211.56,5160.0
2025-07-30T02:38:00,211.55,211.67,211.55,211.57,7766.0
2025-07-30T02:39:00,211.56,211.62,211.48,211.59,7092.0
2025-07-30T02:40:00,211.59,211.67,211.545,211.64,6513.0
2025-07-30T02:41:00,211.66,211.71,211.56,211.58,8517.0
2025-07-30T02:42:00,211.585,211.64,211.57,211.58,4182.0
2025-07-30T02:43:00,211.58,211.7,211.58,211.66,1423.0
2025-07-30T02:44:00,211.67,211.71,211.62,211.68,2746.0
2025-07-30T02:45:00,211.66,211.74,211.63,211.74,3356.0
2025-07-30T02:46:00,211.74,211.78,211.67,211.7,2446.0
2025-07-30T02:47:00,211.7,211.75,211.66,211.74,3420.0
2025-07-30T02:48:00,211.74,211.76,211.71,211.72,10379.0
2025-07-30T02:49:00,211.71,211.72,211.67,211.71,3760.0
2025-07-30T02:50:00,211.71,211.71,211.54,211.66,13504.0
2025-07-30T02:51:00,211.64,211.68,211.58,211.63,10795.0
2025-07-30T02:52:00,211.62,211.62,211.56,211.58,12172.0
2025-07-30T02:53:00,211.58,211.72,211.54,211.71,11096.0
2025-07-30T02:54:00,211.7,211.7,211.3,211.43,39823.0
2025-07-30T02:55:00,211.42,211.46,211.11,211.225,47207.0
2025-07-30T02:56:00,211.22,211.23,211.08,211.14,14116.0
2025-07-30T02:57:00,211.15,211.17,211.06,211.11,27907.0
2025-07-30T02:58:00,211.12,211.16,211.08,211.11,22752.0
2025-07-30T02:59:00,211.11,211.34,211.1,211.34,115078.0
